claim_id,batch,source_id,claim_type,formal_status,model,mathlib_area,preconditions,formal_statement,label
satoh-homomorphism-dichotomy-002,B05,satoh-araki-1998,,formalizable,plain,(unassigned),,"For an anomalous curve E/F_p and a chosen p-adic lift, the constructed map lambda_E : E(F_p) -> F_p^+ is a group homomorphism, independent of the choice of point-lift, and is either identically zero or a group isomorphism.","For an anomalous curve and a chosen p-adic lift, the constructed map lambda_E from E(F_p) to F_p is a homomorphism independent of the point-lifting choice and is either the zero map or an isomorphism."
satoh-lambda-evaluation-complexity-005,B05,satoh-araki-1998,,formalizable,plain,(complexity: needs explicit cost model),,Evaluating lambda_E at a point requires at most about 2*log_2(p) elliptic-curve additions and has O((log p)^3) bit-complexity under the stated arithmetic model.,The explicit lambda_E evaluation requires at most about 2 log_2(p) elliptic-curve additions and has O((log p)^3) bit-complexity under the paper's arithmetic model.
satoh-nonzero-lift-construction-006,B05,satoh-araki-1998,,formalizable,plain,(unassigned),,"There exists a p-adic lift such that, under the stated coordinate condition, at least one of the two associated homomorphisms lambda_E is nonzero.","The paper constructs a nearby lift and proves that, under its coordinate condition, at least one of the two associated homomorphisms is nonzero."
satoh-zero-map-torsion-equivalence-003,B05,satoh-araki-1998,,formalizable,plain,(unassigned),,"The constructed map lambda_E is identically zero iff (equivalently) the lifted p-adic curve has a nonzero p-torsion point, among the stated equivalent conditions.","The paper proves equivalent conditions for the constructed map to be zero, including the existence of a nonzero p-torsion point in the lifted p-adic curve."
smart-group-operation-complexity-004,B05,smart-1999,,formalizable,plain,Mathlib.GroupTheory.OrderOfElement / Subgroup,,"Under the stated assumptions with known group order, computing [p]P and [p]Q each takes O(log p) group operations, yielding the linear-time (in log p) cost in basic group operations.","Under the stated assumptions and known group order, the nontrivial scalar multiplications [p]P and [p]Q require O(log p) group operations, giving the paper's linear-time characterization in basic group operations."
smart-logarithm-quotient-formula-003,B05,smart-1999,,formalizable,plain,(unassigned),,"For an anomalous curve, log_P(Q) mod p equals the quotient psi([p]Q)/psi([p]P) where psi is the p-adic elliptic logarithm of the formal group, provided psi([p]P) is a unit.",The p-adic logarithm relation yields the discrete logarithm modulo p as a quotient of the logarithms of [p]P and [p]Q.
smart-padic-lift-reduction-002,B05,smart-1999,,formalizable,plain,(unassigned),,"Lift P,Q in E(F_p) to points in E(Q_p); multiply by p to land in the formal-group neighborhood (kernel of reduction); apply the p-adic elliptic logarithm to obtain a Z_p-linear relation that determines log_P(Q) mod p.","The method lifts the input points to E(Q_p), multiplies by p to enter the formal-group neighborhood, and applies the p-adic elliptic logarithm to obtain a linear relation for the discrete logarithm."
smart-trace-one-scope-001,B05,smart-1999,,formalizable,plain,(unassigned),,#E(F_p) = p iff the trace of Frobenius a_p = 1 (since #E(F_p) = p + 1 - a_p).,"The paper studies prime-field elliptic curves with #E(F_p)=p, equivalently trace of Frobenius equal to one."
cheng-huang-shifting-prime-definition-006,B06,cheng-huang-partial-lifting-2004,problem_definition,formalizable,plain,(unassigned),,"The shifting-prime problem: given the reduction modulo p of a point P, and a second prime r, output the reduction modulo r of some rational lift of P.",The shifting prime problem asks for the reduction modulo a second prime r of any rational lift of a given point from the reduction modulo p.
hkt-theorem1-liftable-tuple-bound-005,B06,huang-kueh-tan-2000,counting_bound,formalizable,plain,Mathlib.GroupTheory.OrderOfElement / Subgroup,,"The number of r-tuples from a cyclic subgroup of F_q^* (of size N) that admit rational lifts of rank <= r and bounded height h is O(C(r,h) * N^r), an exponential-in-(r,h) factor times N^r, rather than N^{r+1}.","The number of tuples from a cyclic finite-field subgroup that admit rational lifts of bounded rank and height is bounded by a factor exponential in powers of r and h times N to the r, rather than N to the r+1."
jacobson-xedni-dependence-recovers-log-003,B06,jacobson-xedni-analysis-2000,correctness_reduction,formalizable,plain,Mathlib.GroupTheory.OrderOfElement / Subgroup,,"If lifted rational points satisfy a nontrivial integer linear relation sum c_i P_i = O whose coefficient combination is invertible modulo the subgroup order n, then this relation determines log_P(Q) modulo n.","If the lifted rational points satisfy a nontrivial integer linear relation whose corresponding coefficient combination is invertible modulo the subgroup order, the relation yields the discrete logarithm of Q to the base P."
lauter-stange-generic-eds-dlog-baselines-017,B06,lauter-stange-2008,baseline_transfer,formalizable,generic_group,(unassigned),generic_group_model,"The EDS discrete-log problem admits baby-step giant-step and Pollard-rho generic searches, so its cost retains the Theta(sqrt(n)) baseline unless additional structure is exploited.","Baby-step giant-step and Pollard-rho style generic searches apply to EDS Discrete Log, so the recurrence formulation retains square-root baselines unless additional exploitable structure is found."
lauter-stange-net-zero-linear-relation-004,B06,lauter-stange-2008,relation_encoding,formalizable,plain,(unassigned),,"For the associated net polynomials, the term indexed by (v_1,...,v_k) vanishes exactly when sum_i v_i P_i = O, outside the normalized exceptional index set.","Associated net polynomials vanish exactly when the corresponding integer linear combination of the input elliptic-curve points is the identity, outside the stated normalized exceptional indices."
lauter-stange-period-formula-007,B06,lauter-stange-2008,period_structure,formalizable,plain,Mathlib.GroupTheory.OrderOfElement / Subgroup,,The period of the unnormalized elliptic divisibility sequence equals ord(P) * (multiplicative order in the base field of the associated scaling factor).,The period of the unnormalized EDS is the point order multiplied by the multiplicative order of a scaling factor in the base field.
stange-subnet-functoriality-003,B06,stange-2011,functoriality,formalizable,plain,Mathlib.GroupTheory.OrderOfElement / Subgroup,,"Restricting an elliptic net W: A -> R to a subgroup B <= A, or precomposing W with a homomorphism of free abelian groups, again yields an elliptic net.","Restricting an elliptic net to a subgroup of its index lattice, or precomposing with a homomorphism of free abelian groups, produces another elliptic net."
stange-zero-iff-point-relation-009,B06,stange-2011,zero_relation_equivalence,formalizable,plain,(unassigned),,"For an associated nondegenerate elliptic net, the term indexed by v vanishes iff the indexed integer combination sum_i v_i P_i equals the identity O.","For an associated nondegenerate net, a term vanishes exactly when the indexed integer combination of the defining points is the identity."
glv-endomorphism-definition-003,B07,glv-2001,,formalizable,plain,Mathlib.AlgebraicGeometry.EllipticCurve.Isogeny (partial),,"An endomorphism of E is a rational map phi: E -> E with phi(O)=O. If phi is defined over the base field K, then phi is a group homomorphism on E(L) for every extension L/K.",An endomorphism of an elliptic curve is a rational self-map preserving the identity; when it is defined over the base field it acts as a group homomorphism on rational points over that field and its extensions.
glv-euclidean-basis-vector-015,B07,glv-2001,,formalizable,plain,Mathlib.GroupTheory.OrderOfElement / Subgroup,,"Applying the extended Euclidean algorithm to (n, lambda) yields a vector (a,b) in the kernel lattice { (a,b) : a + b*lambda == 0 (mod n) } with |a|,|b| = O(sqrt(n)) and Euclidean norm O(sqrt(n)).",The extended Euclidean algorithm applied to n and lambda constructs a kernel vector with components below square-root scale and Euclidean norm bounded on the order of sqrt(n).
glv-frobenius-fast-example-004,B07,glv-2001,,formalizable,plain,Mathlib.GroupTheory.OrderOfElement / Subgroup,,"The q-power Frobenius map pi_q: (x,y) |-> (x^q, y^q) is an endomorphism of E/F_q; over extension fields with a normal basis it is computable as a cyclic shift.","The Frobenius q-power map is an endomorphism and can be especially cheap over extension fields, for example becoming a cyclic shift when a normal basis is used."
glv-root-mod-n-condition-008,B07,glv-2001,,formalizable,plain,Mathlib.GroupTheory.OrderOfElement / Subgroup,,"If the characteristic polynomial of an endomorphism phi has a root lambda modulo the prime subgroup order n, then phi acts on that subgroup as the scalar multiplication map [lambda].","The method assumes that the characteristic polynomial of the endomorphism has a root lambda modulo the prime subgroup order n, so that the endomorphism acts as the scalar map [lambda] on that subgroup."
glv-subgroup-eigenvalue-006,B07,glv-2001,,formalizable,plain,Mathlib.GroupTheory.OrderOfElement / Subgroup,,"On a prime-order-n subgroup admitting an order-3 endomorphism, that endomorphism acts as [lambda] where lambda^2 + lambda + 1 == 0 (mod n).","On a prime-order subgroup, the order-three endomorphism acts as multiplication by an eigenvalue lambda satisfying lambda^2+lambda+1 congruent to zero modulo the subgroup order."
teske-prime-order-proof-003,B01,teske-2001,,formalizable_hard,plain,Mathlib.GroupTheory.OrderOfElement / Subgroup,,,"For arbitrarily large prime group orders, the paper proves that the proposed walk class can attain the random-case performance using probability results for walks in Z/pZ."
amadori-complexity-formula-003,B02,amadori-pintore-sala-2018,,formalizable_hard,plain,Mathlib.RingTheory.MvPolynomial (partial),,,"The total expected cost is modeled as p·m^m/s^m times T(E,m,V), where T is the cost of solving the final polynomial system."
amadori-prime-field-variant-001,B02,amadori-pintore-sala-2018,,formalizable_hard,plain,(unassigned),,,"The proposed prime-field variant constructs the factor base incrementally from random points R=uP+vQ, making each collected point a trivial relation instead of repeatedly solving point-decomposition systems."
amadori-relative-improvement-005,B02,amadori-pintore-sala-2018,,formalizable_hard,plain,(unassigned),T_approximately_Tprime,,"Assuming its single-system cost T is comparable to the per-system cost T' in the Petit et al. method, the proposal asymptotically improves that method for fixed m as p grows."
amadori-single-system-002,B02,amadori-pintore-sala-2018,,formalizable_hard,plain,Mathlib.RingTheory.MvPolynomial (partial),,,"A single summation-polynomial system is solved to find a dependency among the accumulated factor-base points, replacing both repeated Gröbner computations and the usual sparse linear-algebra stage."
amadori-unresolved-system-cost-007,B02,amadori-pintore-sala-2018,,formalizable_hard,plain,Mathlib.RingTheory.MvPolynomial (partial),,,"The conclusion states that the complexity of the single polynomial system is poorly understood and requires deeper analysis, including whether non-Gröbner methods are better suited."
diem2011-decomposition-algorithm-005,B02,diem-2011,,formalizable_hard,plain,(complexity: needs explicit cost model),,,The decomposition algorithm lists all isolated decompositions in expected time polynomial in e^{n^2}·log(q).
diem2011-factor-base-004,B02,diem-2011,,formalizable_hard,plain,(unassigned),,,The factor base is defined by a degree-two covering φ:E→P1 and consists of points whose image lies in P1(Fq).
diem2011-main-theorem-001,B02,diem-2011,,formalizable_hard,plain,(complexity: needs explicit cost model),,,"Diem proves an expected running-time bound e^{O(max(log q,n^2))} for ECDLP over F(q^n)."
diem2011-relation-loop-007,B02,diem-2011,,formalizable_hard,plain,(unassigned),,,"The relation-generation loop therefore needs O(q^{1/2}) decomposition attempts on average under the stated parameter conditions, and the complete algorithm is polynomially bounded in q."
diem2011-subexp-sequences-002,B02,diem-2011,,formalizable_hard,plain,(complexity: needs explicit cost model),,,"If n→∞ and n/log(q)→0, the ECDLP over F(q^n) is solvable in expected time (q^n)^{o(1)}."
diem2011-success-probability-006,B02,diem-2011,,formalizable_hard,plain,(unassigned),,,"Under (2+ε)n^2≤log2(q) and sufficiently large n, a uniformly random point has an isolated decomposition with probability at least q^{-1/2}."
diem2013-decomposition-cost-005,B02,diem-2013,,formalizable_hard,plain,(complexity: needs explicit cost model),,,"The new decomposition problem can be solved in expected time polynomial in e^{mn}·log(q), and the number of isolated decompositions of a point is at most e^{O(mn)}."
diem2013-main-theorem-001,B02,diem-2013,,formalizable_hard,plain,(complexity: needs explicit cost model),,,"Diem's strengthened theorem gives expected time e^{O(max(log q, n·sqrt(log q), n^{3/2}))} for ECDLP over F(q^n)."
diem2013-new-decomposition-004,B02,diem-2013,,formalizable_hard,plain,Mathlib.RingTheory.MvPolynomial (partial),,,The new algorithm avoids summation polynomials and projection to products of projective lines; it uses direct-sum subspaces of F(q^n) and decompositions P=P1+...+Pm with Pi drawn from distinct factor-base components.
diem2013-not-all-instances-007,B02,diem-2013,,formalizable_hard,plain,(complexity: needs explicit cost model),,,The paper explicitly states that it cannot establish the desired expected running time for all ECDLP instances.
diem2013-success-probability-006,B02,diem-2013,,formalizable_hard,plain,(unassigned),,,"Under the paper's size conditions, a uniformly random point has an isolated decomposition with probability 1/e^{O(mn)}."
diem2013-three-fourths-003,B02,diem-2013,,formalizable_hard,plain,(complexity: needs explicit cost model),,,"For extension degrees between constants times (log q)^{1/3} and log q, the paper gives expected time e^{O(log(q^n)^{3/4})}."
gaudry-abelian-index-calculus-001,B02,gaudry-2009,,formalizable_hard,plain,(unassigned),,,"Gaudry gives a general index-calculus framework for fixed-dimensional abelian varieties: choose a one-dimensional factor base, generate decompositions, collect relations, and solve sparse linear algebra."
gaudry-basic-relation-probability-004,B02,gaudry-2009,,formalizable_hard,plain,(unassigned),,,"For the dimension-one factor base and n-term decompositions, the expected number of decompositions per random target approaches 1/n! as q grows."
gaudry-decomposition-cost-003,B02,gaudry-2009,,formalizable_hard,plain,Mathlib.RingTheory.MvPolynomial (partial),,,"For a fixed family and fixed dimension, one relation can be found by a Gröbner-basis computation followed by univariate factorization in time polynomial in log(q), with exponential dependence hidden in fixed structural parameters."
gaudry-small-degree-limitation-008,B02,gaudry-2009,,formalizable_hard,plain,(unassigned),,,"The hidden constant grows rapidly with the extension degree, so the attack is presented as relevant only to small-degree extension fields."
semaev-binary-analogue-007,B02,semaev-2004,,formalizable_hard,plain,(unassigned),,,A related characteristic-two proposal replaces bounded integers by low-degree polynomials over F2 satisfying a summation-polynomial congruence.
semaev-bounded-solver-dependency-004,B02,semaev-2004,,formalizable_hard,plain,(complexity: needs explicit cost model),,,The proposed speedup is conditional on an algorithm that finds bounded solutions of explicit modular multivariate polynomial equations in polynomial or low-exponential time.
semaev-open-question-006,B02,semaev-2004,,formalizable_hard,plain,(complexity: needs explicit cost model),,,The paper explicitly leaves open whether the required bounded solutions for the proposed equations can be found in polynomial or low-exponential time.
semaev-prime-field-relation-003,B02,semaev-2004,,formalizable_hard,plain,(unassigned),,,"For E/Fp, Semaev proposes generating a random point R=l1P+l2Q and seeking bounded solutions of fn+1(x1,...,xn,x(R))=0 mod p to obtain relations among small-coordinate points and the input points."
semaev-recursion-degree-002,B02,semaev-2004,,formalizable_hard,plain,Mathlib.RingTheory.MvPolynomial (partial),,,"Summation polynomials can be constructed recursively by resultants; fn is symmetric, has degree 2^(n-2) in every variable for n≥3, and is absolutely irreducible."
survey-ffd-lfd-006,B02,galbraith-gaudry-2015,,formalizable_hard,plain,(unassigned),,,"The first-fall-degree assumption is described as potentially too optimistic; last-fall degree is more algorithm-independent and precise, but substantially harder to bound for ECDLP systems."
survey-invariants-not-competitive-003,B02,galbraith-gaudry-2015,,formalizable_hard,plain,(unassigned),,,"Even after combining large symmetry groups and invariant coordinates in the cited binary-field work, the resulting algorithms were reported as not competitive with Pollard rho."
survey-not-practical-008,B02,galbraith-gaudry-2015,,formalizable_hard,plain,(complexity: needs explicit cost model),,,"The surveyed summation-polynomial approaches were not practical at contemporary cryptographic key sizes even under optimistic assumptions, with both time and memory extremely high."
survey-scope-001,B02,galbraith-gaudry-2015,,formalizable_hard,plain,(complexity: needs explicit cost model),,,The survey distinguishes proven algorithms from complexity claims and focuses on unresolved questions surrounding summation-polynomial index calculus.
survey-symmetry-tradeoff-002,B02,galbraith-gaudry-2015,,formalizable_hard,plain,(complexity: needs explicit cost model),,,"Symmetric variables can reduce the number of solutions and sometimes polynomial degree, but after Weil descent the invariant variables may occupy much larger vector spaces when the factor-base subspace is not multiplicatively closed."
fghr-char2-limit-007,B03,fghr-2014,,formalizable_hard,plain,Mathlib.GroupTheory.OrderOfElement / Subgroup,,,The invariant-theory argument does not transfer directly to characteristic two when the field characteristic divides the acting group order; obtaining analogous results there is left open.
fghr-construction-bottleneck-008,B03,fghr-2014,,formalizable_hard,plain,Mathlib.RingTheory.MvPolynomial (partial),,,Direct construction of high summation polynomials remains a bottleneck; the authors report practical computation only up to the sixth and ask for alternative PDP systems for extension degree at least six.
fghr-symmetry-speedup-001,B03,fghr-2014,,formalizable_hard,plain,(unassigned),,,"For twisted Edwards and twisted Jacobi-intersection representations over nonbinary extension fields, curve symmetries are used to reduce the point-decomposition problem by an exponential factor."
fhjrv-equivariance-002,B03,fhjrv-2014,,formalizable_hard,plain,Mathlib.RingTheory.MvPolynomial (partial),,,"If phi is equivariant under translation by an m-torsion point, the corresponding summation polynomial has additional invariance beyond permutation symmetry."
fhjrv-factor-base-reduction-003,B03,fhjrv-2014,,formalizable_hard,plain,Mathlib.GroupTheory.OrderOfElement / Subgroup,,,"A factor base invariant under an order-m torsion translation can be quotiented by that action, reducing its size by m and the sparse linear-algebra dimension accordingly, for an m^2 linear-algebra speedup."
fhjrv-full2torsion-004,B03,fhjrv-2014,,formalizable_hard,plain,(unassigned),,,"When inversion and full rational 2-torsion are compatible with the chosen morphism, the factor base can in favorable cases be reduced by a total factor of eight."
fhjrv-generalized-polynomials-001,B03,fhjrv-2014,,formalizable_hard,plain,Mathlib.RingTheory.MvPolynomial (partial),,,"Summation polynomials are generalized from the x-coordinate map to arbitrary morphisms phi:E→P1, allowing factor bases and relation equations adapted to torsion symmetries."
fhjrv-higher-torsion-008,B03,fhjrv-2014,,formalizable_hard,plain,Mathlib.GroupTheory.OrderOfElement / Subgroup,,,"The framework is stated to extend to higher-order torsion points, but the paper's practical focus and detailed results are primarily for 2-torsion."
fhjrv-s8-record-005,B03,fhjrv-2014,,formalizable_hard,plain,Mathlib.RingTheory.MvPolynomial (partial),,,"Using invariant variables and sparse interpolation, the authors compute the eighth symmetrized summation polynomial in about 40.5 CPU-hours, whereas direct approaches had been stopped after at least a month."
fppr2012-multihomogeneous-002,B03,faugere-perret-petit-renault-2012,,formalizable_hard,plain,(unassigned),,,"The descended systems have an affine multihomogeneous block structure, and the proposed Sub-Macaulay method generates many controlled low-degree equations before linearization."
fppr2012-pdp-reduction-001,B03,faugere-perret-petit-renault-2012,,formalizable_hard,plain,(unassigned),,,"For binary curves, the point-decomposition step is reduced to solving a multivariate equation over F(2^n) with all variables restricted to a chosen F2-vector subspace, followed by Weil descent to Boolean equations."
fppr2012-rank-assumption-003,B03,faugere-perret-petit-renault-2012,,formalizable_hard,plain,(complexity: needs explicit cost model),,,"The complexity analysis depends on Assumption 1: with probability exponentially close to one, the generated linear equations have the required rank and their linearized solutions correspond to actual solutions."
gg2014-binary-edwards-coordinate-001,B03,galbraith-gebregiyorgis-2014,,formalizable_hard,plain,(unassigned),,,"For binary Edwards curves, the coordinate t=x+y is invariant under a relatively large automorphism group and yields lower-degree summation-polynomial representations."
gg2014-pollard-comparison-007,B03,galbraith-gebregiyorgis-2014,,formalizable_hard,plain,(unassigned),,,"The paper concludes that, for practical prime-degree binary fields, summation-polynomial methods remain slower than Pollard rho, even for static-Diffie-Hellman variants requiring only one relation."
gg2014-sat-003,B03,galbraith-gebregiyorgis-2014,,formalizable_hard,plain,Mathlib.RingTheory.MvPolynomial (partial),,,"SAT solvers handled larger factor-base dimensions and often used less memory than Gröbner methods, but runtime varied strongly and no-solution instances were usually slow."
gg2014-symmetry-breaking-dreg-006,B03,galbraith-gebregiyorgis-2014,,formalizable_hard,plain,(unassigned),,,"For larger tested n, symmetry-breaking systems often had degree of regularity 3 rather than 4, though the reason was unclear."
gg2014-symmetry-dreg-004,B03,galbraith-gebregiyorgis-2014,,formalizable_hard,plain,Mathlib.RingTheory.MvPolynomial (partial),,,Greater invariant symmetry significantly reduced runtime and slightly reduced degree of regularity in the reported m=3 and m=4 Gröbner experiments.
ky2015-dreg-growth-005,B03,kosters-yeo-2015,,formalizable_hard,plain,(unassigned),,,"Experiments keep first fall degree fixed at 2 while degree of regularity rises from 3 to at least 5 as n increases to 40, with memory exceeding 38 GB."
ky2015-ffd-two-004,B03,kosters-yeo-2015,,formalizable_hard,plain,Mathlib.RingTheory.MvPolynomial (partial),,,"For the third summation-polynomial system after Weil descent, the first fall degree is usually 2, not the earlier upper bound 5."
ky2015-npcomplete-001,B03,kosters-yeo-2015,,formalizable_hard,plain,Mathlib.GroupTheory.OrderOfElement / Subgroup,,,"Under Assumption 3.3, deciding whether a high-order elliptic-curve summation polynomial evaluates to zero is NP-complete."
ky2015-semaev2015-countertest-006,B03,kosters-yeo-2015,,formalizable_hard,plain,(unassigned),,,"Repeating the Semaev-2015-style experiment at n=45,m=2,t=2 gave degree of regularity 5 and used about 126 GB, contradicting the constant-four extrapolation at that parameter."
ky2015-singular-npcomplete-002,B03,kosters-yeo-2015,,formalizable_hard,plain,Mathlib.RingTheory.MvPolynomial (partial),,,"For a fixed odd prime, the analogous evaluation problem for summation polynomials attached to a specified singular curve is unconditionally NP-complete."
ky2015-trace-morphism-003,B03,kosters-yeo-2015,,formalizable_hard,plain,(unassigned),,,"For ordinary binary elliptic curves, a trace expression in the x-coordinate defines a surjective group morphism to F2 and yields a linear relation inside the descended ideal."
ky2015-trace-speedup-008,B03,kosters-yeo-2015,,formalizable_hard,plain,Mathlib.RingTheory.MvPolynomial (partial),,,"The trace morphism can be added explicitly to the relation-generation equations or used to restrict search to its kernel, potentially speeding Gröbner computations."
mm2017-aps-correction-005,B03,mcguire-mueller-2017,,formalizable_hard,plain,Mathlib.RingTheory.MvPolynomial (partial),,,"With the APS factor-base size s=p^(1/m), the expected relation probability requires several independently generated factor bases and therefore several Gröbner-basis computations, not necessarily one."
mm2017-eval-algorithm-002,B03,mcguire-mueller-2017,,formalizable_hard,plain,Mathlib.RingTheory.MvPolynomial (partial),,,Algorithm 3.1 removes Gröbner-basis solving by enumerating candidate factor-base tuples and evaluating the summation polynomial directly.
mm2017-experiments-008,B03,mcguire-mueller-2017,,formalizable_hard,plain,Mathlib.RingTheory.MvPolynomial (partial),,,"Small-prime experiments rank Algorithm 4.1 fastest overall, show direct evaluation can outperform Gröbner methods, and report lower memory plus easy parallelism for the non-Gröbner variants."
mm2017-fast-evaluation-004,B03,mcguire-mueller-2017,,formalizable_hard,plain,Mathlib.RingTheory.MvPolynomial (partial),,,"A recursive determinant/resultant evaluation method evaluates Sm in O(log^2 p) bit operations for small fixed m, allowing evaluation of S9 and S10 without explicitly constructing those polynomials."
mm2017-random-factor-base-001,B03,mcguire-mueller-2017,,formalizable_hard,plain,(unassigned),,,"The prime-field algorithms use a random, target-dependent factor base consisting of points aiP+biQ; rerunning the algorithm changes the factor base."
mm2017-sum-algorithm-003,B03,mcguire-mueller-2017,,formalizable_hard,plain,Mathlib.RingTheory.MvPolynomial (partial),,,"Algorithm 4.1 avoids summation polynomials, Gröbner bases, and linear algebra by summing m-1 factor-base points and testing whether the resulting point lies in the factor base."
pq2012-ffd-assumption-003,B03,petit-quisquater-2012,,formalizable_hard,plain,Mathlib.GroupTheory.OrderOfElement / Subgroup,dreg_near_ffd,,"Assumption 1 states that, except for a negligible fraction of systems, degree of regularity equals first fall degree plus a lower-order term."
pq2012-ffd-bound-002,B03,petit-quisquater-2012,,formalizable_hard,plain,(unassigned),,,"For the considered Weil-descent system, the first fall degree is at most m*t+1."
semaev2015-assumption1-003,B03,semaev-2015,,formalizable_hard,plain,Mathlib.RingTheory.MvPolynomial (partial),,,Assumption 1 states that the maximum F4 step degree is at most 4 for the split Boolean systems with the stated factor-base dimension.
semaev2015-cubic-system-002,B03,semaev-2015,,formalizable_hard,plain,(unassigned),,,"After Weil descent in characteristic two, the split formulation produces cubic Boolean systems rather than the much higher-degree direct summation equation."
semaev2015-experiments-004,B03,semaev-2015,,formalizable_hard,plain,Mathlib.RingTheory.MvPolynomial (partial),,,"In 2300 tested systems over small parameter ranges, F4 reached degree at most 4 before the basis was obtained, supporting Assumption 1 within the tested range."
semaev2015-k-greater-limit-008,B03,semaev-2015,,formalizable_hard,plain,(unassigned),,,"The paper reports that degree of regularity generally exceeds 4 when the factor-base dimension k is increased beyond ceil(n/m), even though first fall degree remains 4."
semaev2015-splitting-001,B03,semaev-2015,,formalizable_hard,plain,(unassigned),,,The proposed algorithm replaces one high-degree summation-polynomial equation with a chain of third summation-polynomial equations using intermediate variables.
st2013-delta-condition-003,B03,shantz-teske-2013,,formalizable_hard,plain,Mathlib.RingTheory.MvPolynomial (partial),,,"Reducing n' by one costs a factor 2^m in decomposition probability and a factor 2 in the number of required relations, so the Gröbner computation must improve by more than 2^(m-1) for the Delta step to be beneficial."
st2013-delta-method-002,B03,shantz-teske-2013,,formalizable_hard,plain,Mathlib.RingTheory.MvPolynomial (partial),,,"The Delta method deliberately chooses factor-base dimension n' below n/m, sacrificing relation probability but often reducing Gröbner-basis time and memory dramatically."
st2013-hybrid-results-004,B03,shantz-teske-2013,,formalizable_hard,plain,(unassigned),,,"For the tested range, standard hybrid variable fixing outperformed block-hybrid fixing, and combining hybrid with Delta gave no significant improvement over Delta alone."
st2013-pairslimit-007,B03,shantz-teske-2013,,formalizable_hard,plain,Mathlib.RingTheory.MvPolynomial (partial),,,"Magma's PairsLimit parameter can reduce memory and runtime for difficult F4 computations, but no formula is known for selecting its optimum value."
st2013-replication-001,B03,shantz-teske-2013,,formalizable_hard,plain,(unassigned),,,"The study reproduces and extends Petit-Quisquater degree-of-regularity experiments from n=11,17 up to n=29 and generally observes degrees below the assumed m^2+1 bound."
st2013-subfield-basis-005,B03,shantz-teske-2013,,formalizable_hard,plain,(unassigned),,,"For even n and m=2, choosing a subfield-based factor-base basis produced extremely large practical speedups and degree of regularity 3 for every tested solvable system."
st2013-subfield-speedup-006,B03,shantz-teske-2013,,formalizable_hard,plain,Mathlib.RingTheory.MvPolynomial (partial),,,At n=40 the reported Gröbner time fell from roughly 375-388 seconds with the standard basis to 0.02-0.08 seconds with a subfield basis.
st2013-unknown-complexity-008,B03,shantz-teske-2013,,formalizable_hard,plain,Mathlib.RingTheory.MvPolynomial (partial),,,The paper concludes that the true complexity of the Semaev/Weil-descent/Gröbner index-calculus method remains undetermined.
f4-compression-memory-011,B04,faugere-f4-1999,,formalizable_hard,plain,(unassigned),,,"Matrix compression choices trade CPU cost against memory use; the paper discusses no compression, bitmap compression, and index-based representations for sparse rows."
f4-correctness-007,B04,faugere-f4-1999,,formalizable_hard,plain,Mathlib.RingTheory.MvPolynomial (partial),,,The paper proves termination and that the stated F4 algorithm returns a Groebner basis generating the same ideal as the input.
f4-drl-design-004,B04,faugere-f4-1999,,formalizable_hard,plain,Mathlib.GroupTheory.OrderOfElement / Subgroup,,,"F4 is designed to be efficient for degree-reverse-lexicographic ordering, while efficient conversion to a lexicographic basis is delegated to another algorithm."
f4-full-solving-pipeline-003,B04,faugere-f4-1999,,formalizable_hard,plain,Mathlib.GroupTheory.OrderOfElement / Subgroup,,,"Computing a Groebner basis is only one stage of a full polynomial-solving process; change of ordering, triangular decomposition, and root extraction can remain necessary afterward."
f4-minimum-degree-selection-008,B04,faugere-f4-1999,,formalizable_hard,plain,(unassigned),,,"The selection strategy is described as crucial for performance, and selecting critical pairs of minimal degree is presented as a practical strategy for controlling matrix construction."
f4-no-worst-case-improvement-002,B04,faugere-f4-1999,,formalizable_hard,plain,Mathlib.RingTheory.MvPolynomial (partial),,,"The F4 paper explicitly states that the algorithm does not improve the worst-case complexity of Groebner-basis computation, despite being several times faster than earlier implementations on reported examples."
f4-open-optimization-014,B04,faugere-f4-1999,,formalizable_hard,plain,(unassigned),,,"The paper identifies open optimization directions in linear algebra, matrix compression, selection strategies, multihomogeneous weights, and exploitation of symmetries."
f4-output-size-bottleneck-013,B04,faugere-f4-1999,,formalizable_hard,plain,Mathlib.RingTheory.MvPolynomial (partial),,,A reported integer-coefficient computation required about 18 days and produced roughly 1660 MB of output containing 1344 large polynomials; the paper notes that the output was too large to use and interprets this as approaching intrinsic Groebner-basis complexity.
f4-small-example-warning-009,B04,faugere-f4-1999,,formalizable_hard,plain,Mathlib.RingTheory.MvPolynomial (partial),small-benchmark-extrapolation,,The paper warns that the efficiency of F4 cannot be fully appreciated from small examples.
f4-strategy-sequentiality-005,B04,faugere-f4-1999,,formalizable_hard,plain,(unassigned),,,"Critical-pair and reductor selection strategies materially affect performance, and common sugar-style strategies impose sequential dependencies that hinder massive parallelization."
f5-correctness-termination-009,B04,faugere-f5-2002,,formalizable_hard,plain,(unassigned),regular-sequence,,"The paper proves correctness up to degree d and gives a termination argument under homogeneous input and no reduction to zero, while noting that a modification can ensure termination more generally."
f5-incremental-homogeneous-006,B04,faugere-f5-2002,,formalizable_hard,plain,Mathlib.RingTheory.MvPolynomial (partial),,,The main F5 algorithm is incremental: it processes a list of homogeneous polynomials and constructs Groebner bases for nested ideals one input polynomial at a time.
